group_id,consensus_gene_name,consensus_product,experiment_id,treatment_type,background_factors,organism_name,coculture_partner,timepoint,timepoint_hours,timepoint_order,growth_phase,genes_with_expression,significant_up,significant_down,not_significant,total_genes
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/ismej.2015.36_carbon_low_co2_and_no_med4_microarray,carbon,axenic | light,Prochlorococcus MED4,,max across 3-24h,,1,acute_stress,1,0,1,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,light,Prochlorococcus MED4,Alteromonas macleodii HOT1A3,20h,20.0,1,exponential,1,0,1,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen,axenic | light,Prochlorococcus MED4,,3h,3.0,1,acute_stress,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen,axenic | light,Prochlorococcus MED4,,12h,12.0,2,acute_stress,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen,axenic | light,Prochlorococcus MED4,,24h,24.0,3,nutrient_limited,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,steady state,,1,exponential,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,steady state,,1,exponential,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,0h,0.0,1,acute_stress,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,3h,3.0,2,acute_stress,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,6h,6.0,3,acute_stress,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,12h,12.0,4,acute_stress,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,24h,24.0,5,acute_stress,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,48h,48.0,6,acute_stress,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/nmicrobiol.2017.100_early_coculture_syn_wh7803_proteomics,coculture,light,Synechococcus WH7803,Ruegeria pomeroyi DSS-3,35 days,840.0,1,acclimated_steady_state,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1038/nmicrobiol.2017.100_late_coculture_syn_wh7803_proteomics,coculture,light,Synechococcus WH7803,Ruegeria pomeroyi DSS-3,10 days,240.0,1,acclimated_steady_state,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,0h,0.0,1,diel,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,4h,4.0,2,diel,1,0,1,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,8h,8.0,3,diel,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,13h,13.0,4,diel,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,16h,16.0,5,diel,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,20h,20.0,6,diel,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,24h,24.0,7,diel,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,light,Prochlorococcus MED4,Alteromonas macleodii HOT1A3,day 11,264.0,1,exponential,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 14,336.0,1,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 31,744.0,2,death,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 89,2136.0,3,death,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 18,432.0,1,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 31,744.0,2,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 60,1440.0,3,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 89,2136.0,4,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,days 60+89,,5,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 14,336.0,1,nutrient_limited,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 18,432.0,1,nutrient_limited,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 31,744.0,2,nutrient_limited,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 60,1440.0,3,nutrient_limited,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 89,2136.0,4,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,days 60+89,,5,nutrient_limited,1,1,0,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_axenic,darkness,axenic | diel,Prochlorococcus NATL2A,,1h extended darkness (36h),36.0,1,darkness,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_axenic,darkness,axenic | diel,Prochlorococcus NATL2A,,5h extended darkness (40h),40.0,2,darkness,1,0,1,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_axenic,darkness,axenic | diel,Prochlorococcus NATL2A,,13h extended darkness (48h),48.0,3,darkness,1,0,1,0,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_coculture,darkness,coculture | diel,Prochlorococcus NATL2A,,1h extended darkness (36h),36.0,1,darkness,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_coculture,darkness,coculture | diel,Prochlorococcus NATL2A,,5h extended darkness (40h),40.0,2,darkness,1,0,0,1,1
cyanorak:CK_00001552,cynS,cyanate hydratase,10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_coculture,darkness,coculture | diel,Prochlorococcus NATL2A,,13h extended darkness (48h),48.0,3,darkness,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1016/j.micres.2015.04.006_salt_saltacclimated_5_salt_as9601_rnaseq,salt,axenic | light,Prochlorococcus AS9601,,acclimated,,1,acclimated_steady_state,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/ismej.2015.36_carbon_air_0036_co2_21_med4_microarray,carbon,axenic | light,Prochlorococcus MED4,,max across 3-24h,,1,acute_stress,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,light,Prochlorococcus MED4,Alteromonas macleodii HOT1A3,20h,20.0,1,exponential,1,0,1,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_mit9313_rnaseq_inoc_05e6,coculture,light,Prochlorococcus MIT9313,Alteromonas macleodii HOT1A3,20h,20.0,1,exponential,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_mit9313_rnaseq_inoc_5e6,coculture,light,Prochlorococcus MIT9313,Alteromonas macleodii HOT1A3,20h,20.0,1,exponential,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen,axenic | light,Prochlorococcus MED4,,3h,3.0,1,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen,axenic | light,Prochlorococcus MED4,,12h,12.0,2,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen,axenic | light,Prochlorococcus MED4,,24h,24.0,3,nutrient_limited,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,steady state,,1,exponential,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_growth_medium_growth_on_nitrite_as_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,steady state,,1,exponential,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,steady state,,1,exponential,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_growth_medium_growth_on_urea_as_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,steady state,,1,exponential,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,0h,0.0,1,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,3h,3.0,2,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,6h,6.0,3,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,12h,12.0,4,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,24h,24.0,5,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,nitrogen,axenic | light,Prochlorococcus MED4,,48h,48.0,6,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,0h,0.0,1,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,3h,3.0,2,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,6h,6.0,3,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,12h,12.0,4,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,24h,24.0,5,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,nitrogen,axenic | light,Prochlorococcus MIT9313,,48h,48.0,6,acute_stress,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,0h,0.0,1,diel,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,4h,4.0,2,diel,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,8h,8.0,3,diel,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,13h,13.0,4,diel,1,0,1,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,16h,16.0,5,diel,1,0,1,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,20h,20.0,6,diel,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1093/ismeco/ycae131_darkness_darktolerant_coculture_under_1311_natl2a_rnaseq,darkness,coculture | diel,Prochlorococcus NATL2A,,24h,24.0,7,diel,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,light,Prochlorococcus MED4,Alteromonas macleodii HOT1A3,day 11,264.0,1,exponential,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 14,336.0,1,nutrient_limited,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 31,744.0,2,death,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 89,2136.0,3,death,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 18,432.0,1,nutrient_limited,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 31,744.0,2,nutrient_limited,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 60,1440.0,3,nutrient_limited,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 89,2136.0,4,nutrient_limited,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,days 60+89,,5,nutrient_limited,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,axenic | light,Prochlorococcus MED4,,day 14,336.0,1,nutrient_limited,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 18,432.0,1,nutrient_limited,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 31,744.0,2,nutrient_limited,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 60,1440.0,3,nutrient_limited,1,1,0,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,day 89,2136.0,4,nutrient_limited,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen,coculture | light,Prochlorococcus MED4,,days 60+89,,5,nutrient_limited,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_axenic,darkness,axenic | diel,Prochlorococcus NATL2A,,1h extended darkness (36h),36.0,1,darkness,1,0,1,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_axenic,darkness,axenic | diel,Prochlorococcus NATL2A,,5h extended darkness (40h),40.0,2,darkness,1,0,1,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_axenic,darkness,axenic | diel,Prochlorococcus NATL2A,,13h extended darkness (48h),48.0,3,darkness,1,0,1,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_coculture,darkness,coculture | diel,Prochlorococcus NATL2A,,1h extended darkness (36h),36.0,1,darkness,1,0,0,1,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_coculture,darkness,coculture | diel,Prochlorococcus NATL2A,,5h extended darkness (40h),40.0,2,darkness,1,0,1,0,1
cyanorak:CK_00008074,urtE,"ABC-type urea transporter, ATPase component UrtE",10.1128/mSystems.00040-18_darkness_extended_darkness_natl2a_rnaseq_coculture,darkness,coculture | diel,Prochlorococcus NATL2A,,13h extended darkness (48h),48.0,3,darkness,1,0,1,0,1
