seed,pool,organism,genus,identity,coverage,tier,in_cyanorak,is_mag,keep,n_papers
PMT9312_0549,pro,Leptolyngbya boryana CZ1,Leptolyngbya,44,75,cyano,False,False,True,1
PMT9312_0549,pro,Clostridium difficile 630,Clostridium,49,36,out,False,False,False,2
PMT9312_0549,pro,Clostridium ljungdahlii DSM 13528,Clostridium,53,75,out,False,False,False,2
PMT9312_0549,pro,Clostridium beijerinckii,Clostridium,45,43,out,False,False,False,1
PMT9312_0549,pro,Fusobacterium nucleatum subsp. nucleatum ATCC 23726,Fusobacterium,45,63,out,False,False,False,1
PMT9312_0549,pro,Rhodopirellula baltica SH 1,Rhodopirellula,52,78,out,False,False,False,1
PMT9312_0549,pro,Escherichia coli LF82,Escherichia,43,61,other_proteo,False,False,False,1
PMT9312_0549,pro,Synechocystis sp. PCC 6803,Synechocystis,37,31,cyano,False,False,True,8
PMT9312_0549,pro,Listeria monocytogenes EGD-e,Listeria,41,58,out,False,False,False,2
PMT9312_0549,pro,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),Synechococcus,47,28,cyano,False,False,True,2
PMT9312_0549,pro,Listeria innocua Clip11262,Listeria,41,58,out,False,False,False,1
PMT9312_0549,pro,Synechococcus sp. PCC 7002,Synechococcus,38,34,cyano,False,False,True,1
PMT9312_0549,pro,Nostoc sp. PCC 7120 = FACHB-418,Nostoc,42,73,cyano,False,False,True,3
PMT9312_0549,pro,Anabaena variabilis ATCC 29413,Anabaena,42,73,cyano,False,False,True,1
PMT9312_0549,pro,Bilophila wadsworthia 3_1_6,Bilophila,45,60,out,False,False,False,1
PMT9312_0549,pro,Leptolyngbya boryana CZ1,Leptolyngbya,38,32,cyano,False,False,True,1
PMT9312_0549,pro,Citrobacter freundii,Citrobacter,40,51,other_proteo,False,False,False,0
PMT9312_0549,pro,Klebsiella quasipneumoniae,Klebsiella,44,66,other_proteo,False,False,False,1
PMT9312_0549,pro,Levilactobacillus brevis ATCC 14869 = DSM 20054,Levilactobacillus,42,48,out,False,False,False,1
PMT9312_0549,pro,Anabaena variabilis ATCC 29413,Anabaena,42,33,cyano,False,False,True,1
PMT9312_0549,pro,Halothece sp. (strain PCC 7418) (Synechococcus sp. (strain PCC 7418)),Halothece,38,73,cyano,False,False,True,0
PMT9312_0549,pro,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium,54,79,out,False,False,False,1
PMT9312_0549,pro,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),Synechococcus,36,73,cyano,False,False,True,3
PMT9312_0549,pro,Synechococcus sp. PCC 7002,Synechococcus,39,73,cyano,False,False,True,1
PMT9312_0549,pro,Enterococcus faecalis V583,Enterococcus,40,52,out,False,False,False,1
PMT9312_0549,pro,Escherichia coli K-12 substr. MG1655,Escherichia,43,49,other_proteo,False,False,False,4
PMT9312_0549,pro,Escherichia coli O157:H7 EDL933,Escherichia,43,49,other_proteo,False,False,False,2
PMT9312_0549,pro,Clostridium phytofermentans ISDg,Clostridium,40,82,out,False,False,False,2
PMT9312_0549,pro,Clostridium phytofermentans ISDg,Clostridium,33,48,out,False,False,False,3
PMT9312_0549,pro,Thermacetogenium phaeum DSM 12270,Thermacetogenium,46,45,out,False,False,False,1
PMT9312_0549,pro,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Synechocystis,39,72,cyano,False,False,True,9
PMT9312_0549,pro,Proteus mirabilis HI4320,Proteus,46,48,other_proteo,False,False,False,1
PMT9312_0549,pro,Citrobacter freundii,Citrobacter,32,48,other_proteo,False,False,False,0
PMT9312_0549,pro,Bilophila wadsworthia 3_1_6,Bilophila,38,46,out,False,False,False,1
PMT9312_0549,pro,Crocosphaera subtropica (strain ATCC 51142 / BH68),Crocosphaera,35,75,cyano,False,False,True,1
PMT9312_0549,pro,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Salmonella,30,48,other_proteo,False,False,False,5
PMT9312_0549,pro,Synechococcus sp. PCC 7002,Synechococcus,39,73,cyano,False,False,True,1
PMT9312_0550,pro,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4),Prochlorococcus,100,100,cyano,True,False,True,0
PMT9312_0550,pro,Prochlorococcus marinus (strain MIT 9313),Prochlorococcus,99,100,cyano,True,False,True,0
PMT9312_0550,pro,Parasynechococcus marenigrum (strain WH8102),Parasynechococcus,94,100,cyano,True,False,True,1
PMT9312_0550,pro,Synechococcus sp. (strain WH7803),Synechococcus,94,100,cyano,True,False,True,0
PMT9312_0550,pro,Synechococcus,Synechococcus,94,100,cyano,False,False,True,0
PMT9312_0550,pro,Cyanobium gracile (strain ATCC 27147 / PCC 6307),Cyanobium,94,100,cyano,True,False,True,1
PMT9312_0550,pro,Thiocapsa bogorovii,Thiocapsa,87,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Thioalkalivibrio sp. K90mix,Thioalkalivibrio,82,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Thioalkalivibrio thiocyanoxidans ARh2,Thioalkalivibrio,82,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Acidihalobacter prosperus,Acidihalobacter,81,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Bradyrhizobium sp. ORS278,Bradyrhizobium,81,97,other_proteo,False,False,False,2
PMT9312_0550,pro,Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2) (Thiobacillus neapolitanus),Halothiobacillus,81,99,other_proteo,False,False,False,5
PMT9312_0550,pro,Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D) (Chromatium vinosum),Allochromatium,81,99,other_proteo,False,False,False,0
PMT9312_0550,pro,Hydrogenovibrio marinus,Hydrogenovibrio,84,100,other_proteo,False,False,False,0
PMT9312_0550,pro,Acidithiobacillus ferrooxidans,Acidithiobacillus,81,99,other_proteo,False,False,False,4
PMT9312_0550,pro,Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D) (Chromatium vinosum),Allochromatium,78,99,other_proteo,False,False,False,3
PMT9312_0550,pro,Sideroxydans lithotrophicus ES-1,Sideroxydans,81,99,other_proteo,False,False,False,2
PMT9312_0550,pro,Acidithiobacillus ferriphilus,Acidithiobacillus,80,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) (Thiomicrospira crunogena),Hydrogenovibrio,83,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Thiobacillus denitrificans (strain ATCC 25259 / T1),Thiobacillus,80,99,other_proteo,False,False,False,2
PMT9312_0550,pro,Methylocaldum szegediense,Methylocaldum,80,99,other_proteo,False,False,False,2
PMT9312_0550,pro,Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) (Thiomicrospira crunogena),Hydrogenovibrio,79,100,other_proteo,False,False,False,0
PMT9312_0550,pro,Methylococcus capsulatus str. Bath,Methylococcus,79,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Thiocapsa bogorovii,Thiocapsa,78,100,other_proteo,False,False,False,1
PMT9312_0550,pro,Cupriavidus metallidurans CH34,Cupriavidus,80,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Ferrovum sp. JA12,Ferrovum,79,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Thiobacter aerophilum,Thiobacter,79,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Hydrogenovibrio marinus,Hydrogenovibrio,76,100,other_proteo,False,False,False,0
PMT9312_0550,pro,Ferrovum sp. JA12,Ferrovum,79,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Nitrosomonas europaea ATCC 19718,Nitrosomonas,79,99,other_proteo,False,False,False,2
PMT9312_0550,pro,Acidithiobacillus ferrooxidans ATCC 23270,Acidithiobacillus,79,99,other_proteo,False,False,False,6
PMT9312_0550,pro,Mariprofundus ferrooxydans PV-1,Mariprofundus,79,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Acidithiobacillus ferrivorans SS3,Acidithiobacillus,78,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Acidithiobacillus ferriphilus,Acidithiobacillus,78,99,other_proteo,False,False,False,1
PMT9312_0550,pro,Synechococcus sp. PCC 7002,Synechococcus,75,99,cyano,False,False,True,4
PMT9312_0550,pro,Halomicronema hongdechloris C2206,Halomicronema,74,97,cyano,False,False,True,1
PMT9312_0550,pro,Picosynechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum),Picosynechococcus,75,99,cyano,False,False,True,0
PMT9312_0550,pro,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus,75,98,cyano,False,False,True,1
PMT9312_0550,pro,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans),Synechococcus,74,98,cyano,False,False,True,9
PMT9312_0550,pro,Trichormus variabilis ATCC 29413,Trichormus,75,97,cyano,False,False,True,2
PMT9312_0550,pro,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc,75,97,cyano,False,True,False,5
PMT9312_0550,pro,Phormidium pseudopriestleyi FRX01,Phormidium,73,97,cyano,False,False,True,1
PMT9312_0550,pro,Gloeothece verrucosa PCC 7822,Gloeothece,73,98,cyano,False,False,True,1
PMT9312_0550,pro,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1),Thermosynechococcus,74,97,cyano,False,False,True,0
PMT9312_0550,pro,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Synechocystis,74,98,cyano,False,False,True,11
PMT9312_0550,pro,Crocosphaera subtropica ATCC 51142,Crocosphaera,74,98,cyano,False,False,True,3
PMT9312_0550,pro,Microcystis sp. LEGE 08355,Microcystis,73,99,cyano,False,False,True,2
PMT9312_0550,pro,Chlamydomonas reinhardtii (Chlamydomonas smithii),Chlamydomonas,72,97,out,False,False,False,12
PMT9312_0550,pro,Physcomitrium patens,Physcomitrium,72,97,out,False,False,False,1
PMT9312_0550,pro,Arthrospira maxima CS-328,Arthrospira,72,97,cyano,False,False,True,2
PMT9312_0550,pro,Tetrameles nudiflora,Tetrameles,71,99,out,False,False,False,3
PMT9312_0550,pro,Tetradesmus obliquus,Tetradesmus,71,97,out,False,False,False,1
PMT9312_0550,pro,Ostreococcus tauri,Ostreococcus,70,97,out,False,False,False,2
PMT9312_0550,pro,Cryptomeria japonica,Cryptomeria,72,98,out,False,False,False,0
PMT9312_0550,pro,Tovaria pendula,Tovaria,72,99,out,False,False,False,6
PMT9312_0550,pro,Lemna minor,Lemna,71,98,out,False,False,False,1
PMT9312_0550,pro,Arabis hirsuta,Arabis,72,98,out,False,False,False,1
PMT9312_0550,pro,Phaseolus vulgaris,Phaseolus,71,98,out,False,False,False,1
PMT9312_0550,pro,Solanum tuberosum,Solanum,71,98,out,False,False,False,2
PMT9312_0550,pro,Allium cepa,Allium,72,98,out,False,False,False,0
PMT9312_0550,pro,Aethionema cordifolium,Aethionema,72,97,out,False,False,False,1
PMT9312_0550,pro,Picea sitchensis,Picea,71,98,out,False,False,False,2
PMT9312_0550,pro,Kigelia africana,Kigelia,71,99,out,False,False,False,1
PMT9312_0550,pro,Nicotiana debneyi,Nicotiana,72,98,out,False,False,False,2
PMT9312_0550,pro,Arabidopsis thaliana,Arabidopsis,71,98,out,False,False,False,12
PMT9312_0550,pro,Nicotiana tabacum (Common tobacco),Nicotiana,72,98,out,False,False,False,7
PMT9312_0550,pro,Magnolia ovata,Magnolia,71,98,out,False,True,False,1
PMT9312_0550,pro,Picea abies,Picea,71,98,out,False,False,False,1
PMT9312_0550,pro,Brassica napus,Brassica,71,98,out,False,False,False,2
PMT9312_0550,pro,Solanum lycopersicum,Solanum,72,98,out,False,False,False,4
PMT9312_0550,pro,Adiantum capillus-veneris,Adiantum,72,97,out,False,False,False,1
PMT9312_0550,pro,Tetrapanax papyrifer,Tetrapanax,72,97,out,False,False,False,8
PMT9312_0550,pro,Datura stramonium,Datura,72,99,out,False,False,False,1
PMT9312_0550,pro,Adoxa moschatellina,Adoxa,71,99,out,False,False,False,1
PMT9312_0550,pro,Magnolia singapurensis,Magnolia,71,98,out,False,True,False,8
PMT9312_0550,pro,Rhodoleia henryi,Rhodoleia,71,98,out,False,False,False,1
PMT9312_0550,pro,Prunus persica,Prunus,71,98,out,False,False,False,2
PMT9312_0550,pro,Helianthus tuberosus,Helianthus,70,97,out,False,False,False,1
PMT9312_0550,pro,Cucurbita pepo,Cucurbita,71,99,out,False,False,False,1
PMT9312_0550,pro,Liquidambar styraciflua,Liquidambar,71,98,out,False,False,False,1
PMT9312_0550,pro,Anthoceros angustus (Hornwort) (Anthoceros formosae),Anthoceros,71,97,out,False,False,False,0
PMT9312_0550,pro,Pyrus pyrifolia,Pyrus,70,98,out,False,False,False,1
PMT9312_0550,pro,Chlorella variabilis,Chlorella,71,97,out,False,False,False,1
PMT9312_0550,pro,Prunus laurocerasus,Prunus,71,98,out,False,False,False,8
PMT9312_0550,pro,Mytilaria laosensis,Mytilaria,70,98,out,False,False,False,1
PMT9312_0550,pro,Physocarpus malvaceus,Physocarpus,71,98,out,False,False,False,1
PMT9312_0550,pro,Tetracarpaea tasmannica,Tetracarpaea,70,98,out,False,False,False,1
PMT9312_0550,pro,Cycas circinalis,Cycas,71,97,out,False,False,False,1
PMT9312_0550,pro,Hedythyrsus thamnoideus,Hedythyrsus,71,98,out,False,False,False,1
PMT9312_0550,pro,Camellia cuspidata,Camellia,71,98,out,False,False,False,1
PMT9312_0550,pro,Glycine max,Glycine,71,98,out,False,False,False,2
PMT9312_0550,pro,Camellia sinensis,Camellia,70,98,out,False,False,False,1
PMT9312_0550,pro,Centella erecta,Centella,70,98,out,False,False,False,1
PMT9312_0550,pro,Tabebuia heterophylla,Tabebuia,71,99,out,False,False,False,1
PMT9312_0550,pro,Cerastium glomeratum,Cerastium,71,98,out,False,False,False,1
PMT9312_0550,pro,Saururus cernuus,Saururus,71,98,out,False,False,False,1
PMT9312_0550,pro,Cassia fistula,Cassia,71,98,out,False,False,False,1
PMT9312_0550,pro,Flaveria bidentis,Flaveria,71,95,out,False,False,False,1
PMT9312_0550,pro,Ilex crenata,Ilex,71,98,out,False,False,False,1
PMT9312_0550,pro,Akania bidwillii,Akania,70,99,out,False,False,False,1
PMT9312_0550,pro,Pisum sativum (Garden pea) (Lathyrus oleraceus),Pisum,71,97,out,False,False,False,2
PMT9312_0550,pro,Sapium glandulosum,Sapium,71,98,out,False,False,False,1
PMT9312_0550,pro,Ricinus communis,Ricinus,71,98,out,False,False,False,1
PMT9312_0550,pro,Lolium perenne,Lolium,70,98,out,False,False,False,1
PMT9312_0550,pro,Trevesia palmata,Trevesia,71,97,out,False,False,False,1
PMT9312_0550,pro,Glycine cyrtoloba,Glycine,71,98,out,False,False,False,1
PMT9312_0550,pro,Humulus lupulus,Humulus,70,99,out,False,False,False,2
PMT9312_0550,pro,Neurachne munroi,Neurachne,70,98,out,False,False,False,1
PMT9312_0550,pro,Platanus occidentalis,Platanus,70,99,out,False,False,False,1
PMT9312_0550,pro,Arachis hypogaea,Arachis,71,98,out,False,False,False,1
PMT9312_0550,pro,Trema micranthum,Trema,71,99,out,False,False,False,4
PMT9312_0550,pro,Oryza sativa subsp. indica (Rice),Oryza,70,98,out,False,False,False,15
PMT9312_0550,pro,Oryza sativa Indica Group,Oryza,70,96,out,False,False,False,3
PMT9312_0550,pro,Saxifraga mertensiana,Saxifraga,70,98,out,False,False,False,8
PMT9312_0550,pro,Oryza sativa,Oryza,70,98,out,False,False,False,3
PMT9312_0550,pro,Thuja occidentalis,Thuja,72,97,out,False,False,False,8
PMT9312_0550,pro,Limonium gibertii,Limonium,71,96,out,False,False,False,1
PMT9312_0550,pro,Sorghum bicolor,Sorghum,71,98,out,False,False,False,4
PMT9312_0550,pro,Glycine max,Glycine,70,98,out,False,False,False,2
PMT9312_0550,pro,Sesbania sesban,Sesbania,70,98,out,False,False,False,1
PMT9312_0550,pro,Deschampsia antarctica,Deschampsia,70,98,out,False,False,False,1
PMT9312_0550,pro,Jasminum simplicifolium subsp. suavissimum,Jasminum,71,99,out,False,False,False,2
PMT9312_0550,pro,Toxicodendron radicans,Toxicodendron,70,99,out,False,False,False,3
PMT9312_0550,pro,Tragia urticifolia,Tragia,70,98,out,False,False,False,1
PMT9312_0550,pro,Eustoma russellianum,Eustoma,70,99,out,False,False,False,1
PMT9312_0550,pro,Agrostis stolonifera,Agrostis,70,98,out,False,False,False,1
PMT9312_0550,pro,Tapirira mexicana,Tapirira,70,99,out,False,False,False,8
PMT9312_0550,pro,Garrya elliptica,Garrya,71,97,out,False,False,False,1
PMT9312_0550,pro,Pelargonium hortorum,Pelargonium,70,98,out,False,False,False,1
PMT9312_0550,pro,Citrus sinensis,Citrus,70,98,out,False,False,False,1
PMT9312_0550,pro,Linum usitatissimum,Linum,70,98,out,False,False,False,1
PMT9312_0550,pro,Ceratopetalum gummiferum,Ceratopetalum,71,97,out,False,False,False,1
PMT9312_0550,pro,Chrysanthemum morifolium,Chrysanthemum,70,96,out,False,False,False,1
PMT9312_0550,pro,Helianthus annuus,Helianthus,70,95,out,False,False,False,1
PMT9312_0550,pro,Spinacia oleracea (Spinach),Spinacia,70,98,out,False,False,False,8
PMT9312_0550,pro,Zea mays,Zea,70,98,out,False,False,False,12
PMT9312_0550,pro,Trochodendron aralioides,Trochodendron,71,98,out,False,False,False,1
PMT9312_0550,pro,Tetraselmis suecica,Tetraselmis,69,97,out,False,False,False,1
PMT9312_0550,pro,Ageratina adenophora,Ageratina,72,96,out,False,False,False,1
PMT9312_0550,pro,Solanum chenopodioides,Solanum,72,96,out,False,False,False,1
PMT9312_0550,pro,Vitis vinifera,Vitis,70,98,out,False,False,False,1
PMT9312_0550,pro,Spinacia oleracea,Spinacia,70,98,out,False,False,False,2
PMT9312_0550,pro,Cuscuta sandwichiana,Cuscuta,70,98,out,False,False,False,1
PMT9312_0550,pro,Nypa fruticans,Nypa,71,97,out,False,False,False,2
PMT9312_0550,pro,Aneura mirabilis,Aneura,69,97,out,False,False,False,1
PMT9312_0550,pro,Hordeum vulgare subsp. vulgare,Hordeum,70,97,out,False,False,False,5
PMT9312_0550,pro,Triticum aestivum (Wheat),Triticum,70,97,out,False,False,False,7
PMT9312_0550,pro,Oryza sativa subsp. japonica,Oryza,70,98,out,False,False,False,1
PMT9312_0550,pro,Senecio vulgaris,Senecio,71,96,out,False,False,False,1
PMT9312_0550,pro,Setaria italica,Setaria,71,96,out,False,False,False,1
PMT9312_0550,pro,Cucumis zeyherii,Cucumis,71,96,out,False,False,False,1
PMT9312_0550,pro,Vitis rotundifolia,Vitis,70,98,out,False,False,False,1
PMT9312_0550,pro,Oryza sativa subsp. japonica,Oryza,70,97,out,False,False,False,1
PMT9312_0550,pro,Triticum aestivum,Triticum,70,97,out,False,False,False,1
PMT9312_0550,pro,Psathyrostachys huashanica,Psathyrostachys,70,97,out,False,False,False,1
PMT9312_0550,pro,Codonopsis viridis,Codonopsis,71,97,out,False,False,False,1
PMT9312_0550,pro,Helianthus annuus,Helianthus,70,97,out,False,False,False,1
PMT9312_0550,pro,Trillium sessile,Trillium,71,96,out,False,False,False,6
PMT9312_0550,pro,Trillium camschatcense,Trillium,71,96,out,False,False,False,8
PMT9312_0550,pro,Lupinus polyphyllus,Lupinus,71,97,out,False,False,False,1
PMT9312_0550,pro,Erythrina crista-galli,Erythrina,71,97,out,False,False,False,1
PMT9312_0550,pro,Sedum rubrotinctum,Sedum,71,95,out,False,False,False,1
PMT9312_0550,pro,Metanarthecium luteoviride,Metanarthecium,70,95,out,False,False,False,1
PMT9312_0550,pro,Campanula poscharskyana,Campanula,71,96,out,False,False,False,1
PMT9312_0550,pro,Treichelia longibracteata,Treichelia,69,98,out,False,False,False,1
PMT9312_0550,pro,Vachellia farnesiana,Vachellia,71,97,out,False,False,False,1
PMT9312_0550,pro,Paraserianthes lophantha,Paraserianthes,70,97,out,False,False,False,1
PMT9312_0550,pro,Codonopsis ovata,Codonopsis,71,98,out,False,False,False,1
PMT9312_0550,pro,Euglena longa,Euglena,67,98,out,False,False,False,1
PMT9312_0550,pro,Crassula rupestris subsp. marnieriana,Crassula,71,95,out,False,False,False,1
PMT9312_0550,pro,Sphaerochara intricata,Sphaerochara,71,95,out,False,False,False,8
PMT9312_0550,pro,Tolypella nidifica,Tolypella,71,95,out,False,False,False,5
PMT9312_0550,pro,Beta vulgaris,Beta,71,95,out,False,False,False,1
PMT9312_0550,pro,Torilis japonica,Torilis,72,93,out,False,False,False,8
PMT9312_0550,pro,Zamioculcas zamiifolia,Zamioculcas,71,95,out,False,False,False,1
PMT9312_0550,pro,Antirrhinum majus,Antirrhinum,71,94,out,False,False,False,1
PMT9312_0550,pro,Polygonatum x desoulavyi,Polygonatum,71,94,out,False,False,False,1
PMT9312_0550,pro,Zinnia elegans,Zinnia,71,94,out,False,False,False,1
PMT9312_0550,pro,Veronica persica,Veronica,70,93,out,False,False,False,1
PMT9312_0550,pro,Pentachondra pumila,Pentachondra,68,98,out,False,False,False,1
PMT9312_0550,pro,Agathis montana,Agathis,72,93,out,False,False,False,1
PMT9312_0550,pro,Tecticornia disarticulata,Tecticornia,71,95,out,False,False,False,1
PMT9312_0550,pro,Abies firma,Abies,71,94,out,False,False,False,1
PMT9312_0550,pro,Tetrachondra hamiltonii,Tetrachondra,71,94,out,False,False,False,1
PMT9312_0550,pro,Desmodium sp. SH-2010,Desmodium,71,94,out,False,False,False,1
PMT9312_0550,pro,Iris germanica,Iris,71,94,out,False,False,False,1
PMT9312_0550,pro,Araucaria angustifolia,Araucaria,72,93,out,False,False,False,1
PMT9312_0550,pro,Polypodium macaronesicum,Polypodium,71,94,out,False,False,False,8
PMT9312_0550,pro,Araucaria humboldtensis,Araucaria,71,93,out,False,False,False,1
PMT9312_0550,pro,Pleopeltis macrocarpa,Pleopeltis,71,94,out,False,False,False,8
PMT9312_0550,pro,Codonopsis foetens subsp. nervosa,Codonopsis,72,92,out,False,False,False,1
PMT9312_0550,pro,Microcodon glomeratus,Microcodon,69,96,out,False,False,False,1
PMT9312_0550,pro,Strelitzia nicolai,Strelitzia,69,95,out,False,False,False,8
PMT9312_0550,pro,Salvia chamaedryoides,Salvia,70,95,out,False,False,False,1
PMT9312_0550,pro,Saccoloma elegans,Saccoloma,71,93,out,False,False,False,1
PMT9312_0550,pro,Klaineanthus gaboniae,Klaineanthus,71,94,out,False,False,False,1
PMT9312_0550,pro,Dioscorea esculenta,Dioscorea,72,92,out,False,False,False,1
PMT9312_0550,pro,Begonia metallica x Begonia sanguinea,Begonia,70,94,out,False,False,False,1
PMT9312_0550,pro,Capsella bursa-pastoris,Capsella,72,91,out,False,False,False,1
PMT9312_0550,pro,Eriogonum flavum,Eriogonum,69,96,out,False,False,False,1
PMT9312_0550,pro,Vanilla palmarum,Vanilla,71,93,out,False,False,False,1
PMT9312_0550,pro,Thelypteris palustris,Thelypteris,71,93,out,False,False,False,8
PMT9312_0550,pro,Radiovittaria gardneriana,Radiovittaria,70,93,out,False,False,False,8
PMT9312_0550,pro,Araucaria bidwillii,Araucaria,71,93,out,False,False,False,1
PMT9312_0550,pro,Drosera petiolaris,Drosera,70,94,out,False,False,False,1
PMT9312_0550,pro,Psiloxylon mauritianum,Psiloxylon,67,99,out,False,False,False,8
PMT9312_0550,pro,Arabidopsis thaliana,Arabidopsis,72,91,out,False,False,False,1
PMT9312_0550,pro,Zingiber gramineum,Zingiber,70,95,out,False,False,False,1
PMT9312_0550,pro,Haplopteris ensiformis,Haplopteris,70,93,out,False,False,False,6
PMT9312_0550,pro,Brassica campestris,Brassica,71,87,out,False,False,False,1
PMT9312_0550,pro,Claoxylon sp. SH-2010,Claoxylon,72,90,out,False,False,False,1
PMT9312_0550,pro,Limonium sinense,Limonium,72,88,out,False,False,False,1
PMT9312_0550,pro,Tmesipteris oblanceolata,Tmesipteris,72,85,out,False,False,False,3
PMT9312_0550,pro,Polystichum acutidens,Polystichum,70,92,out,False,False,False,1
PMT9312_0550,pro,Haworthia cymbiformis var. cymbiformis,Haworthia,70,89,out,False,False,False,1
PMT9312_0550,pro,Chlamydomonas raudensis,Chlamydomonas,71,84,out,False,False,False,1
PMT9312_0550,pro,Haplopteris zosterifolia,Haplopteris,70,93,out,False,False,False,1
PMT9312_0550,pro,Lysinema ciliatum,Lysinema,68,93,out,False,False,False,1
PMT9312_0550,pro,Penaea mucronata,Penaea,64,99,out,False,False,False,8
PMT9312_0550,pro,Drosera meristocaulis,Drosera,72,86,out,False,False,False,1
PMT9312_0550,pro,Asplenium oligophlebium,Asplenium,72,84,out,False,False,False,1
PMT9312_0550,pro,Asplenium tripteropus,Asplenium,72,84,out,False,False,False,1
PMT9312_0550,pro,Nelumbo lutea,Nelumbo,72,84,out,False,False,False,1
PMT9312_0550,pro,Asplenium normale,Asplenium,72,84,out,False,False,False,1
PMT9312_0550,pro,Distichlis spicata,Distichlis,72,83,out,False,False,False,1
PMT9312_0550,pro,Vittaria dimorpha,Vittaria,68,93,out,False,False,False,2
PMT9312_0550,pro,Cyclanthus bipartitus,Cyclanthus,70,82,out,False,False,False,1
PMT9312_0550,pro,Asplenium obliquissimum,Asplenium,73,77,out,False,False,False,1
PMT9312_0550,pro,Fagus grandifolia subsp. mexicana,Fagus,71,80,out,False,False,False,1
PMT9312_0550,pro,Mycobacterium sp.,Mycobacterium,58,99,out,False,False,False,0
PMT9312_0550,pro,Mycobacterium sp.,Mycobacterium,58,99,out,False,False,False,0
PMT9312_0550,pro,Bradyrhizobium diazoefficiens USDA 110,Bradyrhizobium,58,96,other_proteo,False,False,False,3
PMT9312_0550,pro,Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110),Bradyrhizobium,58,96,other_proteo,False,False,False,2
PMT9312_0550,pro,Candidatus Methylacidithermus pantelleriae,Candidatus,58,95,other_proteo,False,True,False,1
PMT9312_0550,pro,Bradyrhizobium sp. ORS278,Bradyrhizobium,58,96,other_proteo,False,False,False,3
PMT9312_0550,pro,Rhodopseudomonas palustris,Rhodopseudomonas,57,96,other_proteo,False,False,False,4
PMT9312_0550,pro,Pseudonocardia dioxanivorans (strain ATCC 55486 / DSM 44775 / JCM 13855 / CB1190),Pseudonocardia,57,99,other_proteo,False,False,False,0
PMT9312_0550,pro,Oryza sativa subsp. japonica,Oryza,72,77,out,False,False,False,1
PMT9312_0550,pro,Gaiella occulta,Gaiella,59,95,other_proteo,False,False,False,1
PMT9312_0550,pro,Xanthobacter flavus,Xanthobacter,58,95,other_proteo,False,False,False,0
PMT9312_0550,pro,Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha),Cupriavidus,57,96,other_proteo,False,False,False,0
Pro0418,pro,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),Prochlorococcus,100,100,cyano,True,False,True,2
Pro0418,pro,Parasynechococcus marenigrum (strain WH8102),Parasynechococcus,58,98,cyano,True,False,True,1
Pro0418,pro,Pseudomonas aeruginosa UCBPP-PA14,Pseudomonas,52,94,kg_genus,False,False,False,2
Pro0418,pro,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),Escherichia,51,88,other_proteo,False,False,False,1
Pro0418,pro,Escherichia coli K-12 substr. MG1655,Escherichia,51,88,other_proteo,False,False,False,9
Pro0418,pro,Pseudomonas aeruginosa PAO1,Pseudomonas,52,94,kg_genus,False,False,False,11
Pro0418,pro,Pseudomonas linyingensis,Pseudomonas,51,96,kg_genus,False,False,False,1
